word1,word2,word3,count,Cn2,Prob
effect,hear,conclud,1,1,0.269465801
effect,like,jelli,1,1,0.269346501
effect,night,sky,1,1,0.2692272
effici,cake,alway,1,1,0.269465801
effici,offens,defens,1,1,0.26892895
effo,entic,frenzi,1,1,0.4376193
effo,lessli,cool,1,1,0.438991251
egg,paper,echo,1,1,0.28178685
egg,sandwich,look,1,1,0.2816079
eh,born,walden,1,1,0.28178685
eight,chair,less,1,1,0.282920201
eight,defens,lawyer,1,1,0.28142895
either,die,natur,1,1,0.282562301
either,expens,relat,1,1,0.34428685
either,grab,arm,1,1,0.3439886
either,know,want,1,1,0.4376193
either,second,third,1,1,0.29693465
elam,matt,roth,1,1,0.2969943
elect,blog,flood,1,1,0.2971136
elect,june,often,1,1,0.29705395
elect,salemia,mayor,1,1,0.43767895
electr,usga,stedfast,1,1,0.4376193
electron,experiment,audiovisu,1,1,0.29705395
element,econom,activ,1,1,0.298068001
element,push,will,1,1,0.300811903
elev,continu,work,1,1,0.297769751
elimin,best,possibl,1,1,0.4378579
ellen,me,day,1,1,0.2735568
els,go,tonight,1,1,0.2735568
els,just,person,1,1,0.27385505
els,mental,becom,1,1,0.275644552
els,re,say,1,1,0.27349715
els,saw,averag,1,1,0.277016503
els,small,market,1,1,0.27349715
els,take,time,1,1,0.27385505
els,though,brilliant,1,1,0.34380965
elsewher,ensur,homework,1,1,0.53142895
em,awwh,love,1,1,0.812519883
email,address,never,1,1,0.2876193
email,email,use,1,1,0.2878579
email,inform,miss,1,1,0.2879772
email,use,regist,1,1,0.28755965
embassyofbrazil,pa,y,1,1,0.288215801
emboss,kraft,red,1,1,0.43767895
emboss,pad,kit,1,1,0.43755965
embrac,lgbt,brother,1,1,0.344943001
emerg,confer,neonatologist,1,1,0.3441079
emiss,morgan,tsvangirai,1,1,0.29693465
emma,stone,singer,1,1,0.29693465
emot,crazi,brutal,1,1,0.2969943
empangeni,wednesday,night,1,1,0.297471501
emphasi,azeez,powel,1,1,0.4376193
emphasi,film,visual,1,1,0.4378579
employ,nice,ask,1,1,0.43767895
employe,access,inappropri,1,1,0.3438693
employe,account,say,1,1,0.3439886
employe,donat,total,1,1,0.3438693
employe,submit,fraudul,1,1,0.34392895
en,rout,cornwal,1,1,0.31255965
enclosur,wheat,past,1,1,0.3126193
encourag,individu,busi,1,1,0.3126193
encourag,peopl,go,1,1,0.3126193
end,first,involv,1,1,0.31279825
end,forego,factor,1,1,0.3128579
end,kick,ankl,1,1,0.3126193
end,long,term,1,1,0.3126193
end,march,dec,1,1,0.31255965
end,may,won,1,1,0.43755965
end,season,hit,1,1,0.43779825
end,tradit,tune,1,1,0.34428685
end,win,american,1,1,0.345062301
end,zone,game,1,1,0.43779825
endow,thx,sponsor,1,1,0.31255965
energ,peopl,push,1,1,0.313812301
energi,actual,clean,1,1,0.31255965
energi,instead,can,1,1,0.43755965
energi,manag,oppon,1,1,0.43779825
energi,much,impuls,1,1,0.4377386
energi,probabl,best,1,1,0.315721103
energi,re,initi,1,1,0.31279825
enforc,black,spo,1,1,0.3126193
enforc,situat,like,1,1,0.345658802
engag,mo,gage,1,1,0.34380965
engin,alfalfa,wtf,1,1,0.43755965
engin,dev,manag,1,1,0.43791755
engin,oper,couldn,1,1,0.4376193
engin,whip,shape,1,1,0.43755965
england,wise,concentr,1,1,0.34380965
enhanc,tomato,tradit,1,1,0.3438693
enjoy,event,much,1,1,0.4378579
enjoy,last,night,1,1,0.43767895
enjoy,like,exist,1,1,0.2617784
enjoy,run,sure,1,1,0.262494201
enorm,nation,archiv,1,1,0.26219595
enough,cute,watch,1,1,0.2617784
enough,ice,cream,1,1,0.2618977
enough,inform,bring,1,1,0.262017
enough,love,salad,1,1,0.263508252
enough,merit,attent,1,1,0.2622556
enough,said,wouldn,1,1,0.262673151
enough,slowli,suffoc,1,1,0.26219595
enough,spend,mother,1,1,0.2617784
ensur,homework,get,1,1,0.262017
ensur,utilis,appropri,1,1,0.2618977
ent,ainment,a,1,1,0.26183805
ent,ainment,caught,1,1,0.262434551
ent,ainment,now,1,1,0.26207665
enter,camp,intent,1,1,0.313275451
enter,provid,bank,1,1,0.314170201
enter,room,bouquet,1,1,0.3128579
enter,twittervers,man,1,1,0.313335101
enter,win,free,1,1,0.31255965
enthusiast,teacher,bane,1,1,0.31255965
entic,frenzi,basketbal,1,1,0.2739147
entir,back,wall,1,1,0.27349715
entir,nation,fit,1,1,0.2735568
environ,detox,eat,1,1,0.276181402
environ,en,rout,1,1,0.2737954
environ,occup,commerci,1,1,0.2735568
environ,write,know,1,1,0.274034001
environment,econom,surviv,1,1,0.27349715
eoin,guess,decripit,1,1,0.279249939
epicurean,ent,ainment,1,1,0.323680051
episod,salemia,februari,1,1,0.264574496
episod,smash,come,1,1,0.264725916
equip,facebook,doesn,1,1,0.26447355
equip,purchas,pa,1,1,0.264624969
equiti,autogroup,divis,1,1,0.264826862
equiti,bond,market,1,1,0.322418223
equiti,ratio,impo,1,1,0.265129701
er,asap,just,1,1,0.264624969
er,main,busi,1,1,0.265028754
er,nd,love,1,1,0.297590801
eric,cox,pse,1,1,0.29717325
eric,wedg,said,1,1,0.29705395
eric,wright,sign,1,1,0.299559252
erica,badass,gop,1,1,0.271608784
erin,son,patrick,1,1,0.270892983
escal,cost,general,1,1,0.272324585
escal,got,car,1,1,0.270892983
escapad,hang,around,1,1,0.271191234
especi,chees,ll,1,1,0.271131584
especi,re,california,1,1,0.271370184
especi,rome,sometim,1,1,0.270892983
esperanza,spald,friend,1,1,0.271131584
essex,counti,may,1,1,0.277501515
est,interview,possibl,1,1,0.277024314
establish,can,tell,1,1,0.277203265
establish,strong,foundat,1,1,0.276845364
establish,troublesom,preced,1,1,0.276845364
estat,pa,ner,1,1,0.278933116
estat,slow,end,1,1,0.277024314
estim,patient,share,1,1,0.43767895
etern,god,help,1,1,0.34380965
ethiopia,minist,water,1,1,0.346851803
euphonium,harmonium,think,1,1,0.43755965
european,quantit,eas,1,1,0.43779825
european,union,say,1,1,0.43755965
evalu,suggest,improv,1,1,0.440601803
eve,celebr,wristband,1,1,0.4376193
even,appli,citi,1,1,0.31267895
even,around,bit,1,1,0.3127386
even,better,first,1,1,0.31267895
even,counter,sunk,1,1,0.2973522
even,dog,earli,1,1,0.2972329
even,exist,save,1,1,0.29729255
even,good,music,1,1,0.2969943
even,hear,word,1,1,0.4377386
even,look,scoreboard,1,1,0.29705395
even,number,exclud,1,1,0.2972329
even,outspoken,still,1,1,0.298903102
even,quick,budget,1,1,0.297531151
even,south,pacif,1,1,0.43755965
even,thoma,truax,1,1,0.4376193
even,though,believ,1,1,0.43779825
even,wonder,appropri,1,1,0.440721103
event,call,book,1,1,0.3439886
event,much,year,1,1,0.4376193
event,yesterday,encourag,1,1,0.406448834
eventu,give,way,1,1,0.281498542
eventu,relaunch,better,1,1,0.281399125
eventu,split,first,1,1,0.281299708
ever,creat,new,1,1,0.28154825
ever,eaten,cake,1,1,0.438275451
ever,expand,famili,1,1,0.43755965
ever,go,see,1,1,0.34392895
ever,seen,polic,1,1,0.344346501
ever,shut,full,1,1,0.43767895
ever,sound,sloppi,1,1,0.3439886
ever,wrigley,field,1,1,0.34392895
everi,babi,differ,1,1,0.2971136
everi,day,everi,1,1,0.297710101
everi,day,will,1,1,0.298187301
everi,door,hous,1,1,0.2971136
everi,floor,hous,1,1,0.288454401
everi,fri,bum,1,1,0.28767895
everi,hour,choos,1,1,0.28755965
everi,second,week,1,1,0.28779825
everi,singl,day,2,1,1.2878579
everi,th,check,1,1,0.43755965
everi,trip,bit,1,1,0.4377386
everi,turn,pull,1,1,0.43767895
everybodi,alreadi,know,1,1,0.345957052
everybodi,class,laugh,1,1,0.347329003
everybodi,mad,feel,1,1,0.43767895
everybodi,will,get,1,1,0.344823701
everyon,around,sorri,1,1,0.3441079
everyon,chip,win,1,1,0.34380965
everyon,come,baylor,1,1,0.3438693
everyon,doug,smith,1,1,0.43767895
everyon,els,just,1,1,0.313096501
everyon,graduat,never,1,1,0.31255965
everyon,hope,project,1,1,0.3126193
everyon,intens,purpos,1,1,0.43779825
everyon,wish,good,1,1,0.3441079
everyth,alreadi,know,1,1,0.34380965
everyth,big,payout,1,1,0.276964664
everyth,god,wisdom,1,1,0.276905014
everyth,goin,alright,1,1,0.277083965
everyth,iraq,shurqat,1,1,0.276905014
everyth,know,polit,1,1,0.276964664
everyth,touch,made,1,1,0.278694516
evict,notic,th,1,1,0.276845364
evid,cord,cut,1,1,0.344465801
evid,just,serious,1,1,0.3441079
ex,kinda,drop,1,1,0.34380965
exact,charg,jersey,1,1,0.3438693
exam,bs,enthusiast,1,1,0.314766702
examin,just,percent,1,1,0.31291755
exampl,measur,keep,1,1,0.31267895
excel,guilti,pleasur,1,1,0.3128579
excel,leadership,oppo,1,1,0.31267895
excel,recent,manag,1,1,0.313394751
except,creat,inspir,1,1,0.4376193
except,individu,now,1,1,0.2973522
except,lol,mani,1,1,0.299022402
except,writer,hahah,1,1,0.2971136
exchang,answer,sad,1,1,0.2973522
excit,data,relat,1,1,0.438514051
excit,deal,atx,1,1,0.4376193
excit,new,chang,1,1,0.3439886
excit,plan,cake,1,1,0.345062301
exclud,thousand,dollar,1,1,0.290721103
exclus,air,televis,1,1,0.28755965
excus,strong,season,1,1,0.2877386
exempt,can,also,1,1,0.28755965
exercis,enjoy,like,1,1,0.28791755
exercis,lace,run,1,1,0.43755965
exist,adult,like,1,1,0.269877386
exist,adult,want,1,1,0.26917948
exist,enter,twittervers,1,1,0.28760737
exist,knight,edg,1,1,0.344340536
exist,raini,east,1,1,0.272293213
exist,save,howev,1,1,0.269501591
exot,place,see,1,1,0.270253181
exp,supplement,necessarili,1,1,0.269340536
expand,drill,will,1,1,0.268803685
expand,famili,drove,1,1,0.3439886
expans,recent,measur,1,1,0.34380965
expect,given,much,1,1,0.31255965
expect,idf,brass,1,1,0.314707052
expens,account,digniti,1,1,0.3126193
expens,give,impress,1,1,0.288096501
expens,re,alreadi,1,1,0.28803685
expens,relat,sedentari,1,1,0.28779825
experi,look,sidelin,1,1,0.288215801
experi,loos,parallel,1,1,0.288096501
experi,paranorm,connect,1,1,0.43779825
experi,possibl,benefit,1,1,0.439647402
experi,term,match,1,1,0.34380965
experiment,audiovisu,multimedia,1,1,0.344585101
explod,insid,build,1,1,0.2973522
explor,avenu,cut,1,1,0.29741185
express,love,sens,1,1,0.29705395
express,said,love,1,1,0.2969943
extend,network,individu,1,1,0.438215801
extent,see,yesterday,1,1,0.4376193
extent,suggest,ratio,1,1,0.2969943
extra,bonus,ny,1,1,0.298306601
extra,safe,effo,1,1,0.29705395
extraordinari,perform,mulieribus,1,1,0.297889051
extrem,end,kick,1,1,0.34404825
extrem,hungri,kind,1,1,0.34380965
extrem,outer,posit,1,1,0.438275451
extrema,kick,knee,1,1,0.3438693
eye,band,goe,1,1,0.347329003
eye,reflect,fear,1,1,0.4378579
face,bride,groom,1,1,0.29693465
face,bskyb,mover,1,1,0.2969943
face,correct,use,1,1,0.2972329
face,evid,just,1,1,0.29693465
face,fear,return,1,1,0.34380965
face,first,degre,1,1,0.34392895
face,slam,chest,1,1,0.4376193
facebook,doesn,look,1,1,0.31255965
facebook,twitter,thing,1,1,0.31267895
facil,scholar,wrote,1,1,0.31255965
facil,sustain,design,1,1,0.4376193
fact,don,formal,1,1,0.43767895
fact,girl,lot,1,1,0.31267895
fact,statist,wast,1,1,0.316436903
factor,brown,lost,1,1,0.31267895
factor,immedi,crisi,1,1,0.299290827
factor,keep,peopl,1,1,0.344018425
fade,nonexist,better,1,1,0.485001326
fail,appear,exact,1,1,0.3442272
fail,know,ll,1,1,0.344704401
fail,pray,david,1,1,0.31255965
fail,stop,track,1,1,0.31267895
faint,alway,make,1,1,0.3126193
fairi,tale,love,1,1,0.629294804
faith,holi,night,1,1,0.293258941
faith,re,clean,1,1,0.258614914
fall,can,set,1,1,0.25856882
fall,evalu,suggest,1,1,0.25884538
fall,februari,th,1,1,0.25898366
fall,internet,week,1,1,0.293996433
fall,pick,burn,1,1,0.397928516
fallout,origin,actual,1,1,0.259029753
famili,also,work,1,1,0.258753193
famili,better,watch,1,1,0.25898366
famili,drove,alaska,1,1,0.2587071
famili,friend,just,1,1,0.258614914
famili,friend,offic,1,1,0.259444592
famili,like,mine,1,1,0.259582871
famili,live,countri,1,1,0.258799287
famili,much,ve,1,1,0.2587071
famili,offic,creat,1,1,0.25856882
famili,spread,geograph,1,1,0.29693465
fan,attend,week,1,1,0.298306601
fan,flore,say,1,1,0.297471501
fantast,arpèg,franc,1,1,0.29741185
fantast,love,spend,1,1,0.439349152
fantast,pattern,can,1,1,0.43755965
far,hey,hey,1,1,0.2972329
far,hope,beat,1,1,0.297769751
far,loss,individu,1,1,0.300811903
far,turn,dime,1,1,0.29693465
far,write,shine,1,1,0.440422853
fare,due,increas,1,1,0.438871951
farm,know,hero,1,1,0.43755965
fashion,epicurean,ent,1,1,0.43779825
fashion,show,formal,1,1,0.43755965
fast,enough,slowli,1,1,0.277143615
fast,hear,djsosnekspqnslanskam,1,1,0.276845364
fast,loos,pros,1,1,0.277322565
fast,regist,access,1,1,0.277083965
faster,oh,alreadi,1,1,0.276905014
fat,ladi,sing,1,1,0.277083965
father,echo,past,1,1,0.277978715
father,now,haunt,1,1,0.43755965
father,smile,take,1,1,0.43767895
father,thank,teach,1,1,0.43755965
fault,sorri,hey,1,1,0.2969943
fault,wuvvvv,will,1,1,0.2969943
fav,place,know,1,1,0.29729255
fave,powel,fail,1,1,0.297948701
fave,said,said,1,1,0.43767895
favor,percent,public,1,1,0.34392895
favorit,disney,star,1,1,0.34392895
favorit,lyric,just,1,1,0.3438693
favorit,tv,mom,1,1,0.34380965
favorit,whataburg,sandwich,1,1,0.43755965
fb,password,nd,1,1,0.281399125
fb,tryin,laugh,1,1,0.281597959
fdni,sept,commission,1,1,0.312698834
fear,poor,littl,1,1,0.40654825
fear,return,pride,1,1,0.281349417
fear,wave,disapprov,1,1,0.441436903
feast,roast,eel,1,1,0.279827867
featheri,pink,white,1,1,0.278575216
featur,client,time,1,1,0.277919065
featur,like,kid,1,1,0.276845364
featur,within,compil,1,1,0.277382215
februari,can,help,1,1,0.276905014
februari,charact,includ,1,1,0.276845364
februari,th,go,1,1,0.43779825
februari,th,year,1,1,0.31255965
fed,complet,diet,1,1,0.31267895
fed,lot,memori,1,1,0.3751193
feder,overreach,dewin,1,1,0.322721062
feder,reserv,will,1,1,0.264753446
feder,sentenc,guildelin,1,1,0.2645332
fee,know,whether,1,1,0.264588262
feel,bad,get,1,1,0.264478139
feel,bad,hang,1,1,0.268057142
feel,express,love,1,1,0.2645332
feel,giddi,relax,1,1,0.264478139
feel,girl,don,1,1,0.264643323
feel,hea,beat,1,1,0.264478139
feel,jesus,hmm,1,1,0.264588262
feel,like,genuin,1,1,0.265414185
feel,like,got,1,1,0.344764051
feel,like,great,1,1,0.3438693
feel,like,play,1,1,0.4376193
feel,like,twin,1,1,0.438931601
feel,nice,hi,1,1,0.3438693
feel,okay,found,1,1,0.3439886
feel,pretti,great,1,1,0.31279825
feel,sister,judi,1,1,0.31255965
feel,twice,long,1,1,0.31255965
feel,ve,heard,1,1,0.4376193
feel,want,pa,1,1,0.43755965
feel,wast,life,1,1,0.255515642
feel,young,scrapbook,1,1,0.255779806
feel,zero,respons,1,1,0.255409976
feet,armchair,toe,1,1,0.255779806
feet,let,break,1,1,0.25567414
feet,point,outward,1,1,0.255515642
feet,water,rather,1,1,0.255621307
fell,day,behind,1,1,0.255462809
fellow,hugh,carey,1,1,0.255462809
felt,continu,prayer,1,1,0.25567414
felt,guy,must,1,1,0.256519467
felt,like,lot,1,1,0.255621307
felt,unlik,kick,1,1,0.256625133
fender,one,period,1,1,0.258844115
ferriero,want,enorm,1,1,0.255621307
festiv,ecb,help,1,1,0.255462809
fewest,amount,game,1,1,0.255568474
ff,literari,light,1,1,0.255409976
field,death,first,1,1,0.256043971
field,gorgeous,perfect,1,1,0.255462809
field,learn,littl,1,1,0.267339418
field,left,center,1,1,0.298531283
field,missouri,state,1,1,0.255409976
field,saw,purpl,1,1,0.255885472
field,ve,ical,1,1,0.255515642
fieri,drive,pace,1,1,0.255779806
fiesta,la,carreta,1,1,0.266229927
fifth,joaquin,aria,1,1,0.300803098
fight,escal,got,1,1,0.256308135
fight,funni,ass,1,1,0.255462809
fight,lol,cut,1,1,0.255726973
fight,right,stumbl,1,1,0.439110551
figur,lie,within,1,1,0.3126193
file,crimin,lawsuit,1,1,0.31255965
file,onto,hardwood,1,1,0.3126193
fill,applic,form,1,1,0.290601803
fill,costum,pricklewood,1,1,0.2876193
fillet,flatten,littl,1,1,0.28755965
film,doubl,russian,1,1,0.28755965
film,name,dude,1,1,0.288096501
film,scene,old,1,1,0.3127386
film,tv,favorit,1,1,0.313096501
film,tv,just,1,1,0.31279825
film,visual,medium,1,1,0.438812301
fin,like,frog,1,1,0.3438693
final,get,point,1,1,0.34380965
final,good,team,1,1,0.438693001
final,home,miss,1,1,0.438335101
final,outing,liquid,1,1,0.43791755
final,sinc,anoth,1,1,0.4377386
final,stadium,vote,1,1,0.43755965
final,tackl,give,1,1,0.43767895
financ,record,releas,1,1,0.2876193
financi,aid,say,1,1,0.288633351
financi,crisi,new,1,1,0.2876193
financi,strength,percent,1,1,0.288156151
find,anoth,posit,1,1,0.28755965
find,anoth,rout,1,1,0.346792153
find,clean,standard,1,1,0.3438693
find,concentr,calibr,1,1,0.4377386
find,lack,women,1,1,0.34380965
find,librari,card,1,1,0.344346501
find,like,person,1,1,0.34392895
find,murdoch,simpli,1,1,0.34416755
find,nemo,one,1,1,0.28130965
find,toe,hold,1,1,0.28166755
find,venu,contribut,1,1,0.281906151
find,voic,aim,1,1,0.28142895
find,way,get,1,1,0.2814886
fine,follow,tumblr,1,1,0.28130965
fine,grate,never,1,1,0.438394751
finest,dress,tea,1,1,0.439050901
finis,now,cumbersom,1,1,0.43767895
finish,mix,harri,1,1,0.43755965
finish,touch,father,1,1,0.3439886
fire,ad,creativ,1,1,0.34380965
fire,brimston,preacher,1,1,0.4377386
fire,inhal,substanc,1,1,0.43755965
firefox,googl,chrome,1,1,0.438454401
firehous,throughout,citi,1,1,0.43755965
first,accept,probabl,1,1,0.3438693
first,appear,reign,1,1,0.345539502
first,assign,track,1,1,0.43767895
first,book,star,1,1,0.43779825
first,came,toward,1,1,0.43755965
first,choos,background,1,1,0.3438693
first,class,rail,1,1,0.34380965
first,cub,game,1,1,0.438156151
first,degre,murder,1,1,0.261387312
first,four,inning,1,1,0.261089062
first,got,serious,1,1,0.261745212
first,involv,clarifi,1,1,0.261089062
first,let,offer,1,1,0.261148712
first,like,mani,1,1,0.261268012
first,major,leagu,1,1,0.264071564
first,nyc,cockroach,1,1,0.261387312
first,page,suck,1,1,0.261208362
first,phoeb,find,1,1,0.261268012
first,place,lose,1,1,0.261208362
first,repli,ass,1,1,0.263952264
first,repo,ed,1,1,0.261089062
first,round,captain,1,1,0.261089062
first,round,push,1,1,0.261327662
first,round,separ,1,1,0.261089062
first,sight,need,1,1,0.262401363
first,six,sta,1,1,0.43779825
first,statist,reason,1,1,0.313335101
first,stop,coffeeshop,1,1,0.3127386
first,thereaft,haha,1,1,0.3126193
first,time,crown,1,1,0.43755965
first,time,seen,1,1,0.34416755
first,time,year,1,1,0.344823701
first,two,incarn,1,1,0.2969943
first,valentin,card,1,1,0.2973522
first,wasn,sure,1,1,0.29693465
fiscal,year,end,1,1,0.29693465
fish,mural,paint,1,1,0.31267895
fish,salt,cod,1,1,0.315601803
fish,therefor,train,1,1,0.31267895
fit,just,right,1,1,0.43755965
fit,precis,keep,1,1,0.29693465
fit,roof,answer,1,1,0.300096103
fit,vapour,get,1,1,0.298425901
fit,watch,break,1,1,0.29693465
five,chair,paint,1,1,0.43767895
five,six,prepar,1,1,0.43767895
five,tune,includ,1,1,0.43755965
flag,re,applaud,1,1,0.282443001
flat,trim,way,1,1,0.281965801
flat,wewant,extend,1,1,0.28130965
flatscreen,great,quot,1,1,0.28178685
flatten,littl,board,1,1,0.28178685
flavor,often,think,1,1,0.282085101
fled,foot,triad,1,1,0.438991251
flew,ecuador,wed,1,1,0.43803685
flexibl,addit,fit,1,1,0.3126193
fli,ation,vicki,1,1,0.313991251
fli,home,via,1,1,0.31279825
fli,miami,tomorrow,1,1,0.3439886
fli,nice,soar,1,1,0.34392895
fli,stargaz,battl,1,1,0.2813693
flick,get,hea,1,1,0.28130965
flick,scale,movi,1,1,0.28154825
flickr,page,inform,1,1,0.28178685
flip,flop,realli,1,1,0.28142895
flip,six,time,1,1,0.2813693
flood,knight,offens,1,1,0.4379772
flood,pick,design,1,1,0.34380965
floor,absurd,attempt,1,1,0.3442272
floor,final,tackl,1,1,0.81303685
floor,hous,cook,1,1,0.812599417
floor,near,histor,1,1,0.439050901
floor,pull,couch,1,1,0.43755965
floor,wipe,surfac,1,1,0.31255965
flop,realli,want,1,1,0.313454401
flore,say,vocat,1,1,0.313752651
florida,attorney,general,1,1,0.3439886
flower,candl,lit,1,1,0.3438693
floyd,activ,thought,1,1,0.2814886
floyd,womack,eric,1,1,0.283158802
fluid,situat,notic,1,1,0.282741251
flush,mdf,even,1,1,0.28130965
flute,made,finish,1,1,0.284172853
flutter,breez,front,1,1,0.282860551
fo,unat,enough,1,1,0.43779825
fo,work,later,1,1,0.43767895
focus,student,type,1,1,0.43755965
fold,arm,across,1,1,0.43779825
folder,puter,amaz,1,1,0.43755965
folk,democrat,process,1,1,0.3438693
folk,rocker,yet,1,1,0.3439886
folksmen,die,outfit,1,1,0.43755965
follow,age,seven,1,1,0.4376193
follow,ah,miss,1,1,0.3439886
follow,alreadi,follow,1,1,0.34416755
follow,cant,welch,1,1,0.263448246
follow,crew,member,1,1,0.277228829
follow,excit,deal,1,1,0.317019675
follow,get,mani,1,1,0.263559025
follow,guess,think,1,1,0.263614414
follow,independ,stephen,1,1,0.263669804
follow,mention,one,1,1,0.263559025
follow,obama,oprah,1,1,0.263725193
follow,one,biggest,1,1,0.263780582
follow,pois,creation,1,1,0.263891361
follow,pre,grammi,1,1,0.266106935
follow,soon,much,1,1,0.263725193
follow,tumblr,bro,1,1,0.263448246
follow,want,larg,1,1,0.43755965
fondl,sleep,roommat,1,1,0.440184252
food,bad,don,1,1,0.43779825
food,kitchen,floor,1,1,0.4377386
food,manufactur,heinz,1,1,0.4379772
fool,relationship,gone,1,1,0.43767895
foolish,pick,wrong,1,1,0.31255965
foolish,today,one,1,1,0.31255965
foot,homer,previous,1,1,0.3126193
foot,small,amount,1,1,0.43755965
foot,stool,ce,1,1,0.276905014
foot,triad,won,1,1,0.277978715
footbal,dublin,let,1,1,0.277501515
footbal,just,unbeliev,1,1,0.277561165
footbal,pitch,dome,1,1,0.277620815
foothil,grape,day,1,1,0.279469967
forc,bpg,continu,1,1,0.276905014
forc,can,felt,1,1,0.264482727
forc,thing,silenc,1,1,0.264482727
forc,throat,groom,1,1,0.264721327
ford,gather,enough,1,1,0.264542377
forego,factor,immedi,1,1,0.265019577
foreign,oil,ordin,1,1,0.26752488
forget,back,road,1,1,0.265019577
forget,free,park,1,1,0.265914328
forget,hotti,oh,1,1,0.265079228
forget,pay,phone,1,1,0.264482727
forget,sta,ed,1,1,0.264840627
forget,th,annual,1,1,0.264482727
forgiv,come,growth,1,1,0.264780977
forgotten,pay,attent,1,1,0.43767895
form,attack,panduh,1,1,0.43791755
form,peopl,dug,1,1,0.31267895
form,wish,produc,1,1,0.31267895
formal,driver,educ,1,1,0.3126193
formal,sit,tea,1,1,0.43767895
former,commission,closest,1,1,0.3439886
former,cop,murder,1,1,0.3438693
former,major,leaguer,1,1,0.297471501
former,no,h,1,1,0.29717325
former,perform,a,1,1,0.29729255
former,pub,opposit,1,1,0.29705395
formula,without,holi,1,1,0.43755965
forward,andi,mcdonald,1,1,0.34380965
forward,creat,path,1,1,0.3438693
foster,dog,doesn,1,1,0.276896493
fou,h,floor,1,1,0.31906908
fou,h,juli,1,1,0.263559025
fou,h,panther,1,1,0.265165316
fouc,think,cufon,1,1,0.263448246
foul,thunder,big,1,1,0.263725193
found,kean,serv,1,1,0.264943759
found,lot,beach,1,1,0.263448246
found,us,citi,1,1,0.263725193
foundat,contribut,film,1,1,0.263448246
foundat,file,crimin,1,1,0.26483298
four,inning,greink,1,1,0.263725193
four,pa,timer,1,1,0.263448246
four,peopl,suspect,1,1,0.31267895
four,regroup,mean,1,1,0.31255965
four,time,wedg,1,1,0.31267895
four,year,age,1,1,0.43767895
fox,wrong,middl,1,1,0.438156151
fr,earlier,tweet,1,1,0.4379772
franc,dorm,missouri,1,1,0.3441079
franci,street,dublin,1,1,0.3438693
frantic,sprint,corridor,1,1,0.4376193
fraud,outright,theft,1,1,0.3127386
fraud,wo,hless,1,1,0.313752651
fraudul,invoic,block,1,1,0.314050901
freak,freddi,knew,1,1,0.4378579
freddi,knew,just,1,1,0.34392895
freddi,spend,time,1,1,0.34392895
free,adimss,cast,1,1,0.4376193
free,agenc,previous,1,1,0.3438693
free,agent,lost,1,1,0.3438693
free,agent,sign,1,1,0.4377386
free,awesom,waist,1,1,0.43779825
free,big,chunk,1,1,0.440422853
free,hate,bird,1,1,0.43755965
free,jazz,psychedel,1,1,0.4376193
free,movi,ticket,1,1,0.261208362
free,park,ellen,1,1,0.261148712
free,readi,go,1,1,0.261148712
free,time,write,1,1,0.261864513
free,tv,extent,1,1,0.261268012
free,txt,will,1,1,0.261506612
freedan,wild,block,1,1,0.261804862
freedom,will,claim,1,1,0.261446962
french,draft,resolut,1,1,0.261089062
frenzi,basketbal,fan,1,1,0.261566262
frequent,appear,sometim,1,1,0.261387312
fresca,ain,till,1,1,0.261089062
fresh,ginger,peel,1,1,0.261268012
fresh,jalapeno,onion,1,1,0.264608415
fresh,tomato,fresh,1,1,0.261089062
fri,bum,squad,1,1,0.261148712
friday,club,drama,1,1,0.261446962
friday,mani,ppl,1,1,0.4376193
friday,may,pm,1,1,0.28767895
friday,night,chickiewhawha,1,1,0.28791755
friday,th,qualiti,1,1,0.28779825
friday,will,need,1,1,0.28755965
friday,yup,feel,1,1,0.28791755
friend,adversari,notic,1,1,0.439528102
friend,avocado,sauc,1,1,0.4377386
friend,benefit,star,1,1,0.438275451
friend,gabor,lawyer,1,1,0.441079003
friend,hey,nate,1,1,0.4377386
friend,just,ad,1,1,0.43779825
friend,might,realli,1,1,0.4378579
friend,need,new,1,1,0.3129772
friend,offic,watch,1,1,0.314408802
friend,trespass,sign,1,1,0.3128579
friend,wed,simpli,1,1,0.2814886
friend,whose,laugh,1,1,0.283278102
friend,yesterday,let,1,1,0.28130965
fright,daughter,meet,1,1,0.28130965
frog,bring,power,1,1,0.2817272
front,jame,car,1,1,0.282502651
front,joe,jona,1,1,0.43755965
front,window,modest,1,1,0.438871951
froze,wisdom,world,1,1,0.29693465
frustrat,shit,way,1,1,0.29693465
frustrat,strike,game,1,1,0.29741185
fuck,anyth,intrigu,1,1,0.29693465
fuck,sun,TRUE,1,1,0.440422853
fuck,told,hate,1,1,0.4377386
fuck,traffic,hahaha,1,1,0.4377386
fuel,surcharg,human,1,1,0.438991251
full,tilt,poker,1,1,0.438693001
full,wit,good,1,1,0.438454401
fun,behav,like,1,1,0.4377386
fun,don,matter,1,1,0.43755965
fun,don,tire,1,1,0.43791755
fun,drill,aaron,1,1,0.34392895
fun,first,two,1,1,0.3442272
fun,hop,wonder,1,1,0.253519702
fun,listen,danc,1,1,0.254440615
fun,much,kid,1,1,0.254095273
fun,sawzal,someday,1,1,0.253462145
fun,set,help,1,1,0.253692373
fun,spi,zeitgeist,1,1,0.25374993
fun,thing,plan,1,1,0.254037716
